lit_id,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type,site_names,longitude,latitude
L0159,Hydrologic Analyses of Post-Wildfire Conditions,2016,NRCS,https://www.nrcs.usda.gov/sites/default/files/2024-10/Hydrology%20210-04%2C%20Hydologic%20Analyses%20of%20Post-Wildfire%20Conditions.pdf,Government Report,"Planning,Reporting,Analysis","Sediment,Hydraulics","Hydraulic Equations,Hydraulic Modeling,Sediment Transport Modeling,Frequency Analysis","Flood risk,Watershed planning","Sand,Silt,Clay","Bank erosion,Erosion,Debris",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,"Debris flow,wildfire",Western USA,"Sediment Release,Land Management,Deposition Control",Forestry,Mountain Torrents,"High Park Fire,Bitterroot National Forest,West Fork Complex,Whitewater Creek,Saratoga Springs",5.6843418860808e-14,5.6843418860808e-14
L0160,Approaches for Assessing Riverine Scour,2021,"Howard, A, Pak, J, May, D, Gibson, S, Haring, C, Alberto, B, Snyder, M",https://dx.doi.org/10.21079/11681/40702,ERDC TN,"Operations,Analysis","Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Flood risk,"Gravel,Sand",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,California,Sediment Release,Urban,"Modified streams,Regulated rivers",Lower American River,5.6843418860808e-14,5.6843418860808e-14
L0161,Flow Regulation for Controlled River Ice Formation,1993,"Jain, SC, Ettema, R, Park, I",https://hdl.handle.net/11681/9155,ERDC TN,"Planning,Operations",Hydraulics,"Hydraulic Equations,Regression",Operations,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Ice,Pennsylvania,Not Applicable,Multi-use,"Modified streams,Regulated rivers",Hannibal Locks and Dam,5.6843418860808e-14,5.6843418860808e-14
L0162,"A sediment budget for an urbanizing watershed, 1951-1996, Montgomery County, Maryland, U.S.A.",2007,"Allmendinger, NE, Pizzuto, JE, Moglen, GE, Lewicki, M",https://doi.org/10.1111/j.1752-1688.2007.00122.x,Journal Article,"Reporting,Analysis","Bathymetry,Sediment","Frequency Analysis,Regression",Watershed Planning,"Gravel,Sand,Silt,Clay","Bank erosion,erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Maryland,Land Management,"Urban,Upland",Not Applicable,Good Hope Tributary,5.6843418860808e-14,5.6843418860808e-14
L0163,"Sediment accumulation rates and sediment dynamics using five different methods in a well-constrained impoundment: Case study from Union Lake, MI",2015,"Baskaran, M, Miller, C, Kumar, A, Andersen, E, Hui, J, Selegean, JP, Creech, C, Barkach, J",https://doi.org/10.1016/j.jglr.2015.03.013,Journal Article,"Reporting,Analysis","Bathymetry,Sediment","Frequency Analysis,Regression",Watershed Planning,"Gravel,Sand,Silt,Clay",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Michigan,Deposition Control,"Urban,Forestry,Wetlands",Meandering rivers,Riley Dam,5.6843418860808e-14,5.6843418860808e-14
L0164,Demonstration Erosion Control Project Monitoring Program,2000,"Biedenharn, DS, Raphelt, NK, Watson, CC",https://hdl.handle.net/11681/26535,ERDC TN,Reporting,Bathymetry,"Frequency Analysis,Regression",Watershed Planning,"Silt,Clay","Bank erosion,headcut,erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Mississippi,"Sediment release,Land Management","Forestry,Wetlands,Agriculture",Not Applicable,Yazoo River watersheds,5.6843418860808e-14,5.6843418860808e-14
L0165,Flow Depth in Sand-Bed Channels,1983,"Brownlie, WR",https://doi.org/10.1061/(ASCE)0733-9429(1983)109:7(959),Journal Article,Analysis,Hydraulics,"Hydraulic Equations,Regression",Not Applicable,Sand,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Rio Grande Conveyance Channel,Mississippi River,Atchafalaya River,Colorado River,Missouri River,Hii River,Middle Loup River,Republican River,Rio Grande,Pigeon Roost Creek,Sacramento River",5.6843418860808e-14,5.6843418860808e-14
L0166,Field comparisons of six pressure difference bedload samplers in high-energy flow,1999,"Childers, D",https://doi.org/10.3133/wri924068,Government Report,"Planning,Design,Analysis",Sediment,Frequency Analysis,Not Applicable,"Gravel,Sand,Rock,Bedload",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Volcanos,Washington,"Sediment release,Deposition control",Forestry,Mountain torrents,Toutle River at Coal Bank bridge,5.6843418860808e-14,5.6843418860808e-14
L0167,Operator bias characterizing stream substrates using Wolman pebble counts with a standard measurement template,2010,"Daniels, MD, McCusker, MH",https://doi.org/10.1016/j.geomorph.2009.09.038,Journal Article,"Reporting,Analysis",Sediment,Not Applicable,Not Applicable,"Sand,Gravel,Rock",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Connecticut,"Sediment release,Deposition control",Upland,Not Applicable,Schoolhouse Brook and Fenton River,5.6843418860808e-14,5.6843418860808e-14
L0168,"Hydraulic Sediment Response Modeling, Replication Accuracy to the River",2011,"Davinroy, RD, Gaines, RA, Gordon, DC, Hopkins, LL, Barretta, DP, Brown, JL, Rodgers, MT, Brauer, E, Cox, AN, Lauth, T, Krischel, BJ",https://www.mvs-wc.usace.army.mil/arec/Documents/Publications/M53_Hydraulic_Sediment_Response_Modeling_Replication_Accuracy.pdf,USACE Report,Analysis,"Bathymetry,Sediment,Hydraulics","Laboratory Analysis,Frequency Analysis","Maintenance,Operations",Bedload,"Bank erosion,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Missouri,Illinois","Sediment release,Deposition control",Urban,Regulated rivers,"Missouri River at St. Charles, MO,Mississippi River at Grand Lake Towhead",5.6843418860808e-14,5.6843418860808e-14
L0169,"River Diversions: Principles, Processes, Challenges and Opportunities, A Guidance Document",2012,"Dean, RG., Wells, JT, Fernando, J, Goodwin, P",https://www.mvd.usace.army.mil/Portals/52/docs/SandT/LCA/Dean%20and%20Wells%20Final%20Guidance%20Document.pdf,Government Report,"Design,Operations","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Analysis,Frequency Analysis","Flood risk,Operations","Sand,Silt,Clay,Suspended","Emergency Spillway,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"LouisiaNot Applicable,Mississippi","Land Management,Flood diversion","Urban,Wetlands","Deltas,Regulated rivers","West Bay Sediment Diversion (WBSD),Bayou Lamoque Diversion,White Ditch Diversion,Myrtle Grove Diversion,Caernarvon Diversion,Davis Pond Diversion,Bonnet Carré Spillway",5.6843418860808e-14,5.6843418860808e-14
L0170,Framework for control of dynamic ice breakup by river regulation,1989,"Ferrick, MG, Mulherin, ND",https://hdl.handle.net/11681/9058,ERDC TN,"Planning,Operations,Analysis",Hydraulics,Hydraulic Modeling,"Flood risk,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Ice,"Vermont,New Hampshire",Flood diversion,Not Applicable,Regulated rivers,"Wilder Dam,Connecticut River at Sugar River",5.6843418860808e-14,5.6843418860808e-14
L0171,"A synthesis of post-fire road treatments for BAER teams: methods, treatment effectiveness, and decision-making tools for rehabilitation",2009,"Foltz, RB, Robichaud, PR, Rhee, H",https://doi.org/10.2737/RMRS-GTR-228,Government Report,"Planning,Design,Operations,Maintenance","Sediment,Hydraulics","Hydraulic Modeling,Regression","Flood risk,Maintenance,Operations","Suspended,Bedload","Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure failure","Debris flow,wildfire",MontaNot Applicable,"Land Management,Deposition control",Forestry,Mountain torrents,"Medicine Tree Creek, Bitterroot National Forest,Doran Creek, Bitterroot National Forest,Laird Creek, Bitterroot National Forest,Reimel Creek, Bitterroot National Forest,Cameron Creek, Bitterroot National Forest,Warm Spring Creek",5.6843418860808e-14,5.6843418860808e-14
L0172,Enhanced Sediment Delivery to large basins in a Changing Climate: Implications for management and habitat,2011,"Goode, JR, Luce, C, Buffington, JM",https://doi.org/10.1016/j.geomorph.2011.06.021,Journal Article,Analysis,"Sediment,Hydraulics","Ecological modeling,Regression",Watershed planning,"Gravel,Sand,Rock,Silt,Clay","Debris,Erosion",Yes,Yes,Yes,Yes,"Flood,drought,Structure failure","Debris flow,Wildfire",Idaho,"Sediment release,Land Management",Forestry,"Mountain torrents,Regulated Rivers","Snake River Watershed,Middle Fork Salmon River,South Fork Salmon River",5.6843418860808e-14,5.6843418860808e-14
L0173,Estimating sediment discharge,2008,"Gray, JR, Simões, JM",https://doi.org/10.1061/9780784408148.apd,Design Manual,"Design,Reporting,Analysis","Water Quality,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Operations,"Gravel,Sand,Suspended,Bedload,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Sediment release,Not Applicable,Not Applicable,"Mississippi River at Thebes, IL,Missouri River at Hermann, Missouri,Mississippi River below Grafton, IL,Colorado River near Grand Canyon, AZ,Eel River at Scotia, CA,Colorado River near Supai, AZ",5.6843418860808e-14,5.6843418860808e-14
L0174,Formation of a Coarse Surface Layer as the Response to Gravel Mobility,1987,"Andrews, ED, Parker, G",https://erdclibrary.on.worldcat.org/oclc/13946572,Book,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Laboratory,Regression",Not Applicable,"Gravel,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Worldwide,Sediment release,"Urban,forestry",Not Applicable,"Elbow River, Sagehen Creek, Oak Creek, Turkey Brook, Ōhau River (Ohau River), Savage River Reservoir (Savage River Dam)",5.6843418860808e-14,5.6843418860808e-14
L0175,Using HEC-WAT and HEC-RAS Sediment to Evaluate the Effect of Hydrologic Uncertainty on Bed Evolution,2019,"Gibson, S, Lehman, W, Koohafkan, M, Pridal, D",https://www.sedhyd.org/past/SEDHYD_Proceedings_2019_Volume2r.pdf,Conference Paper,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Frequency Analysis",Flood risk,"Suspended,Bedload","Reservoir pool,Reservoir release,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure Failure",Not Applicable,South Dakota,"Sediment Release,Flood diversion,Deposition Control",Not Applicable,Regulated rivers,"Gavins Point Dam,Fort Randall Dam",5.6843418860808e-14,5.6843418860808e-14
L0176,Verification of Bedload Transport Formula at the Sub-Cross-Section Scale,2016,"Abraham, D, Shelley, J, McAlpin, T, May, D, Adenihun, J",https://www.worldcat.org/title/river-flow-2016-proceedings-of-the-international-conference-on-fluvial-hydralics-river-flow-2016-st-louis-usa-11-14-july-2016/oclc/1003204237,Conference Paper,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling,Regression",Operations,"Sand,Bedload,Suspended","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Iowa,Nebraska,Missouri,Kansas","Sediment release,Deposition control",Urban,Regulated rivers,"Missouri River at Sioux City, Iowa,Missouri River at Omaha, Nebraska,Missouri River at Nebraska City, Nebraska,Missouri River at St. Joseph, Missouri,Missouri River at Kansas City, Kansas,Missouri River at Waverly",5.6843418860808e-14,5.6843418860808e-14
L0177,Specific Gage Analyses of Stage Trends on the Middle Mississippi River,2010,"Watson, CC, Biedenharn, DS",https://primo.lib.umn.edu/permalink/01UMN_INST/ijl1rs/alma9958341260001701,Conference Paper,"Reporting,Analysis",Hydraulics,"Frequency Analysis,Regression",Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought",Not Applicable,Missouri,Flood diversion,Urban,Regulated rivers,"Mississippi River at St. Louis, MO gage",5.6843418860808e-14,5.6843418860808e-14
L0178,Modeling Long Term Alternatives for Sustainable Sediment Management Using Operational Sediment Transport Rules,2014,"Gibson, S, Boyd, P",https://doi.org/10.1201/b17397,Book,"Operations,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling,Frequency Analysis",Operations,"Sand,Suspended,Bedload","Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Kansas,South Dakota","Sediment release,Flood diversion,Deposition control",Agriculture,Regulated Rivers,"Tuttle Creek Dam,Gavins Point Dam",5.6843418860808e-14,5.6843418860808e-14
L0179,Water in environmental planning,1978,"Dunne, T, Leopold, LB",https://www.worldcat.org/title/611295026,Book,Planning,"Bathymetry,Water Quality,Sediment,Ecological,Public Participation,Hydraulics",Not Applicable,"Flood risk,economics,watershed planning,Maintenance,Operations",Not Applicable,Not Applicable,Yes,Yes,Yes,Yes,"Flood,drought,Structure failure,Adaptive MaNot Applicablegement","Debris flow,Ice,Landslide",Worldwide,Not Applicable,"Urban,forestry,multi-use,Upland,Island,Wetlands,Beach,Lowland,Agriculture","Mountain torrents,Alluvial fans,Braided rivers,Meandering rivers,Modified streams,Regulated rivers,Deltas","Amboseli National Park,Venice,Snohomish River Valley,Alki Point, Seattle,Yakima River,Brandywine Creek",5.6843418860808e-14,5.6843418860808e-14
L0180,Sedimentation in reservoirs: Investigating reservoir preservation options and the possibility of implementing water injection dredging in reservoirs,2013,"Bronsvoort, K",https://repository.tudelft.nl/record/uuid:191323c1-b2ec-4d3e-9e28-2958c1ee287c,Thesis,Analysis,"Bathymetry,Sediment","Hydraulic Equations,Regression","Economics,Operations",Silt,"Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Midelevation Desert,Sediment Release,Agricultural,Not Applicable,Millsite Reservoir,5.6843418860808e-14,5.6843418860808e-14
L0181,Sedimentation in reservoirs: Investigating reservoir preservation options and the possibility of implementing water injection dredging in reservoirs,2013,"Bronsvoort, K",https://repository.tudelft.nl/record/uuid:191323c1-b2ec-4d3e-9e28-2958c1ee287c,Thesis,Analysis,"Bathymetry,Sediment","Hydraulic Equations,Regression","Economics,Operations","Cohesive,Gravel,Sand,Silt,Clay","Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Sediment Release,Agricultural,Not Applicable,Mrica Reservoir,5.6843418860808e-14,5.6843418860808e-14
L0182,Numerical Modeling of Sediment Migration during Dam Removal,2000,"Greimann, B, Klumpp, C",https://doi.org/10.1061/40517(2000)259,Conference Paper,"Reporting,Analysis","Bathymetry,Water Quality,Ecological,Hydraulics","Hydraulic Equations,Ecological Modeling,Sediment Transport Modeling,Regression","Flood risk,watershed planning","Gravel,Sand,Bedload","Reservoir pool,Reservoir release",Yes,Yes,Yes,Not Applicable,Flood,Not Applicable,California,Dam Removal,Not Applicable,Not Applicable,"Matilija Dam,Battle Creek",5.6843418860808e-14,5.6843418860808e-14
L0183,Channel Assessment Tools for Rapid Watershed Assessment,2021,"Haring, CH, Biedenharn, DW",https://dx.doi.org/10.21079/11681/40379,ERDC TN,"Design,Operations,Analysis","Bathymetry,Hydraulics","Frequency Analysis,Regression",Watershed planning,Clay,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Mississippi,"Sediment release,Land Management",Not Applicable,Modified streams,Campbell Creek,5.6843418860808e-14,5.6843418860808e-14
L0184,Rapid Watershed Assessment Planning Tools Based on High-Resolution Terrain Analysis,2020,"Haring, CH, Theiling, CH, Dougherty, MP",https://dx.doi.org/10.21079/11681/36714,ERDC TN,"Planning,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,Watershed planning,Not Applicable,"Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,Illinois,Land Management,multi-use,Regulated rivers,Illinois River,5.6843418860808e-14,5.6843418860808e-14
L0185,"Comparison of Linear and Nonlinear Models for Cohesive Sediment Detachment: Rill Erosion, Hole Erosion Test, and Streambank Erosion Studies",2015,"Khanal, A, Klavaon, KR, Fox, GA, Daly, ER",https://doi.org/10.1061/(ASCE)HY.1943-7900.0001147,Journal Article,"Reporting,Analysis","Sediment,Hydraulics","Laboratory Analysis,Frequency Analysis,Regression",Not Applicable,"Cohesive,Sand,Silt,Clay",Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Oklahoma,sediment release,Not Applicable,Cohesive channels,Barren Fork Creek,5.6843418860808e-14,5.6843418860808e-14
L0186,Sediment acoustic index method for computing continuous suspended-sediment concentrations,2016,"Landers, MN, Straub, TD, Wood, MS, Domanski, MM",http://dx.doi.org/10.3133/tm3C5,Government Report,"Design,Reporting,Analysis","Water Quality,Sediment","Frequency Analysis,Regression",Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Illinois,Idaho,Texas,New York",sediment release,agriculture,Not Applicable,"Kickapoo Creek,Clearwater River,West Fork Double Bayou,Spoon River,Hudson River",5.6843418860808e-14,5.6843418860808e-14
