entry_id,lit_id,site_id,site_name,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type
E00157,L0074,gavins-point-dam,Gavins Point Dam,"Relocation of Niobrara, NE, and Acquisition of Niobrara State Park, Gavins Point Dam, Lewis and Clark Lake, Omaha District (June 1970)",1970,USACE,https://erdclibrary.on.worldcat.org/oclc/818428149,Design Manual,"Planning,Design","Public Participation,Hydraulics",Not Applicable,"Economics,Flood risk",Not Applicable,Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"Nebraska,South Dakota",Land Management,Not Applicable,"Alluvial fans,Regulated rivers"
E00158,L0075,las-vegas-wash,Las Vegas Wash,"F-1 Channel and Debris Basin and F-2 Channel and Debris Basin, Las Vegas Wash and Tributaries (Tropicana and Flamingo Washes)",2003,USACE,,USACE Report,,,,,,,,,,,,,,Not Applicable,,
E00159,L0076,american-river-watershed-folsom-dam,American River Watershed (Folsom Dam),American River Watershed : Common Features General Reevaluation Report,2015,USACE,https://hdl.handle.net/11681/39339,USACE Report,"Planning,Reporting,Analysis","Bathymetry,Ecological,Public Participation,Hydraulics",Not Applicable,"Flood risk,economics,planning",Not Applicable,Not Applicable,Yes,Yes,Yes,Not Applicable,Flood,Not Applicable,California,"Land Management,Flood diversion",Urban,"Modified streams,Regulated rivers"
E00160,L0077,lower-granite-dam,Lower Granite Dam,"Lower Snake River Programmatic Sediment Management Plan, Final Environmental Impact Statement",2014,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/9789,USACE Report,"Planning,Analysis","Bathymetry,Sediment,Ecological,Hydraulics","Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Maintenance,Operations",Not Applicable,Reservoir pool,Yes,Yes,Yes,Yes,Flood,Not Applicable,Idaho,Deposition Control,Urban,"Mountain torrents,Alluvial fans,Regulated rivers"
E00161,L0078,colorado-river-and-great-basin,Colorado River and Great Basin,Probable Maximum Precipitation Estimates,1977,National Weather Service,https://www.weather.gov/media/owp/hdsc_documents/PMP/HMR49.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis","Flood risk,Watershed planning",Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"California,Utah,ArizoNot Applicable,Colorado,Idaho,Oregon,Wyoming",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00162,L0079,colorado-river,Colorado River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00163,L0079,columbia-river,Columbia River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00164,L0079,klamath-river,Klamath River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00165,L0079,missouri-river,Missouri River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00166,L0079,rio-grande-2,Rio Grande,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00167,L0079,sacramento-river,Sacramento River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00168,L0079,san-joaquin-river,San Joaquin River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00169,L0079,truckee-river,Truckee River,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00170,L0080,lower-puyallup-river,Lower Puyallup River,"Flood-carrying capacities and changes in channels of the lower Puyallup, White, and Carbon Rivers in western Washington",1988,"Prych, EA",https://pubs.usgs.gov/wri/1987/4129/report.pdf,Government Report,"Planning,Reporting,Analysis","Bathymetry,Hydraulics",Frequency Analysis,Flood risk,"Sand,Gravel",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Volcanos,Washington,Flood diversion,"Urban,Forestry,Lowland","Mountain torrents,Alluvial fans"
E00171,L0080,white-river,White River,"Flood-carrying capacities and changes in channels of the lower Puyallup, White, and Carbon Rivers in western Washington",1988,"Prych, EA",https://pubs.usgs.gov/wri/1987/4129/report.pdf,Government Report,"Planning,Reporting,Analysis","Bathymetry,Hydraulics",Frequency Analysis,Flood risk,"Sand,Gravel",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Volcanos,Washington,Flood diversion,"Urban,Forestry,Lowland","Mountain torrents,Alluvial fans"
E00172,L0080,carbon-river,Carbon River,"Flood-carrying capacities and changes in channels of the lower Puyallup, White, and Carbon Rivers in western Washington",1988,"Prych, EA",https://pubs.usgs.gov/wri/1987/4129/report.pdf,Government Report,"Planning,Reporting,Analysis","Bathymetry,Hydraulics",Frequency Analysis,Flood risk,"Sand,Gravel",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Volcanos,Washington,Flood diversion,"Urban,Forestry,Lowland","Mountain torrents,Alluvial fans"
E00173,L0081,rio-san-julian,Rio San Julian,Natural Hazards on Alluvial Fans: The Venezuela Debris Flow and Flash Flood Disaster,2001,"Larsen, MC, Wieczorek, GF, Eaton, LS, Morgan, BA, Torres-Sierra, H",https://pubs.usgs.gov/fs/fs-0103-01/fs-0103-01.pdf,Government Report,Reporting,"Bathymetry,Hydraulics",Not Applicable,Flood risk,"Rock,Silt,Clay",Debris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,"Debris flow,Landslide",Venezuela,Deposition control,Urban,"Mountain torrents,Alluvial fans"
E00174,L0082,puyallup-river,Puyallup River,"Channel-conveyance capacity, channel change, and sediment transport in the lower Puyallup, White, and Carbon Rivers, western Washington",2010,"Czuba, JA, Czuba, CR, Magirl, CS, Voss, FD",https://doi.org/10.3133/sir20105240,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling,Frequency Analysis","Flood risk,watershed planning,Maintenance,Operations","Gravel,Sand,Rock,Bedload","Suspended,Erosion,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Volcanos,Washingtoin,"Flood diversion,Deposition control",Lowland,"Mountain torrents,Alluvial fans"
E00175,L0083,nisqually-river,Nisqually River,"Geomorphic analysis of the river response to sedimentation downstream of Mount Rainier, Washington",2012,"Czuba, JA, Magirl, CS, Czuba, CR, Curran, CA, Johnson, KH, Olsen, TD, Kimball, HK, Gish, CC",https://doi.org/10.3133/ofr20121242,Government Report,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling,Frequency Analysis",Watershed planning,"Bedload,Rock","Suspended,Debris",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,"Ice,Landslide,Debris flows,Volcanos",Washington,"Land Management,Deposition control",Lowland,"Mountain torrents,Alluvial fans"
E00176,L0083,puyallup-river,Puyallup River,"Geomorphic analysis of the river response to sedimentation downstream of Mount Rainier, Washington",2012,"Czuba, JA, Magirl, CS, Czuba, CR, Curran, CA, Johnson, KH, Olsen, TD, Kimball, HK, Gish, CC",https://doi.org/10.3133/ofr20121242,Government Report,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling,Frequency Analysis",Watershed planning,"Bedload,Rock","Suspended,Debris",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,"Ice,Landslide,Debris flows,Volcanos",Washington,"Land Management,Deposition control",Lowland,"Mountain torrents,Alluvial fans"
E00177,L0084,green-duwamish-river,Green-Duwamish River,Suspended Sediment Transport by the Green-Duwamish River to the Lower Duwamish Waterway,2018,"Senter, CA, Conn, KE, Black, RW, Peterson, N, Vanderpool-Kimura, A, Foreman, JR",https://doi.org/10.3133/ofr20181029,Government Report,"Reporting,Analysis","Water Quality,Sediment,Hydraulics",Frequency Analysis,Watershed planning,"Suspended,Silt,Clay","Reservoir release,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Washington,"Sediment release,Deposition control",Urban,Not Applicable
E00178,L0084,howard-a-hanson-dam,Howard A. Hanson Dam,Suspended Sediment Transport by the Green-Duwamish River to the Lower Duwamish Waterway,2018,"Senter, CA, Conn, KE, Black, RW, Peterson, N, Vanderpool-Kimura, A, Foreman, JR",https://doi.org/10.3133/ofr20181029,Government Report,"Reporting,Analysis","Water Quality,Sediment,Hydraulics",Frequency Analysis,Watershed planning,"Suspended,Silt,Clay","Reservoir release,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Washington,"Sediment release,Deposition control",Urban,Not Applicable
E00179,L0085,,Missouri River from Sioux City,"Sediment and Hydraulic Measurements with Computed Bed Load on the Missouri River, Sioux City to Hermann, 2014",2017,"Abraham, D, Ramos-Villanueva, M, Pratt, T, Ganesh, N, May, D, Butler, W, McAlpin, T, Jones, K, Shelley, J, Pridal, D",https://dx.doi.org/10.21079/11681/22585,ERDC TN,"Reporting,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modling,Frequency Analysis",Operations,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Missouri,"Sediment release,Deposition control",Urban,"Alluvial fans,Regulated rivers"
E00180,L0085,,IA to Hermann,"Sediment and Hydraulic Measurements with Computed Bed Load on the Missouri River, Sioux City to Hermann, 2014",2017,"Abraham, D, Ramos-Villanueva, M, Pratt, T, Ganesh, N, May, D, Butler, W, McAlpin, T, Jones, K, Shelley, J, Pridal, D",https://dx.doi.org/10.21079/11681/22585,ERDC TN,"Reporting,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modling,Frequency Analysis",Operations,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Missouri,"Sediment release,Deposition control",Urban,"Alluvial fans,Regulated rivers"
E00181,L0085,,MO,"Sediment and Hydraulic Measurements with Computed Bed Load on the Missouri River, Sioux City to Hermann, 2014",2017,"Abraham, D, Ramos-Villanueva, M, Pratt, T, Ganesh, N, May, D, Butler, W, McAlpin, T, Jones, K, Shelley, J, Pridal, D",https://dx.doi.org/10.21079/11681/22585,ERDC TN,"Reporting,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modling,Frequency Analysis",Operations,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Missouri,"Sediment release,Deposition control",Urban,"Alluvial fans,Regulated rivers"
E00182,L0086,pigeon-roost-creek,Pigeon Roost Creek,"Incised channels, morphology, dynamics, and control",1984,"Schumm, SA, Harvey, MD, Watson, CC",https://erdclibrary.on.worldcat.org/oclc/11598241,Book,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Regression","Watershed planning,Maintenance",Not Applicable,"Bank erosion,Headcut",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Mississippi,Midwest USA","Sediment Release,Land Management,Deposition Control",Not Applicable,"Alluvial vans,Arroyos,Cohesive channels"
E00183,L0086,cuffawa-creek,Cuffawa Creek,"Incised channels, morphology, dynamics, and control",1984,"Schumm, SA, Harvey, MD, Watson, CC",https://erdclibrary.on.worldcat.org/oclc/11598241,Book,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Regression","Watershed planning,Maintenance",Not Applicable,"Bank erosion,Headcut",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Mississippi,Midwest USA","Sediment Release,Land Management,Deposition Control",Not Applicable,"Alluvial vans,Arroyos,Cohesive channels"
E00184,L0086,oaklimiter-creek,Oaklimiter Creek,"Incised channels, morphology, dynamics, and control",1984,"Schumm, SA, Harvey, MD, Watson, CC",https://erdclibrary.on.worldcat.org/oclc/11598241,Book,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Regression","Watershed planning,Maintenance",Not Applicable,"Bank erosion,Headcut",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Mississippi,Midwest USA","Sediment Release,Land Management,Deposition Control",Not Applicable,"Alluvial vans,Arroyos,Cohesive channels"
E00185,L0086,tippah-river,Tippah River,"Incised channels, morphology, dynamics, and control",1984,"Schumm, SA, Harvey, MD, Watson, CC",https://erdclibrary.on.worldcat.org/oclc/11598241,Book,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Regression","Watershed planning,Maintenance",Not Applicable,"Bank erosion,Headcut",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Mississippi,Midwest USA","Sediment Release,Land Management,Deposition Control",Not Applicable,"Alluvial vans,Arroyos,Cohesive channels"
